100000
26003,30701,96642,5857
673,66032,22087,32849
90698,4893,550,42061
68777,55508,55508,42288
81095,45478,18602,84629
78421,404,98179,86283
53154,75835,65348,8495
6233,36318,46248,29589
58037,77637,97206,73648
23583,44030,79030,34196
75023,82501,36865,49604
567,89966,29711,45996
98957,997,96735,13292
71320,63244,98900,78958
90148,47307,9835,62568
67545,41449,87334,6466
69272,27556,45740,53014
56228,31021,8245,74655
28639,60650,56522,47078
67846,79824,48341,66914
91241,7239,91104,34008
91323,64883,95086,78078
39443,50103,37316,89487
10593,14774,87833,6359
126,61687,35702,87272
49846,79903,27531,15790
66806,3990,73464,66295
48429,34366,39305,93714
222,81941,6366,60409
16798,8397,47598,61136
67533,10255,47702,45769
46199,24965,23481,81850
63890,24053,23381,28245
17071,34863,764,68028
32992,22028,97734,84923
52482,36912,99098,22247
62828,85037,57914,10930
67092,21687,53975,11262
5928,92242,83747,85792
86950,66593,84489,65422
94400,91102,54421,22727
30758,57563,24770,91808
87954,54310,43817,24683
94688,89892,52209,77358
87588,43009,13113,74092
54494,30362,43052,10922
21305,48876,3792,88486
98342,37766,28497,68910
20338,29922,17961,63363
18677,14909,78747,84907
39732,51950,43415,16804
110,67965,75243,20255
42440,22547,57247,511
54626,50598,30615,23233
61424,87283,8008,15330
58499,29024,85370,53361
25774,61148,7482,94610
20131,13422,16513,82978
71602,95663,47733,3589
81006,40356,74997,37009
45535,12077,48463,1243
96025,96097,9283,25984
99794,77138,7251,80969
56249,80178,53659,48818
26846,46964,76915,72956
47347,47765,97251,23979
24753,10147,26130,6189
28263,98429,81491,2261
81905,6903,4135,71095
14899,39165,96763,57373
61593,35222,66848,5494
1398,76282,20687,5927
36097,6986,74709,26761
19857,99460,47548,25208
4681,38933,50843,44982
1822,28450,71186,72827
70169,66605,1316,87588
34492,22420,23296,59754
6664,25447,21839,79815
93702,19088,58197,59438
413,60701,95991,17258
42109,64315,76697,15544
84525,27653,63003,99386
68084,795,83407,42302
7853,83923,21230,21271
233,91145,89423,14046
48028,62821,4895,51808
44499,62976,51521,78056
16005,18379,5050,46472
13352,94964,61238,16162
1144,68327,69723,11394
70382,67879,91549,12323
60928,70307,50614,83165
55454,82383,88111,40495
99561,26026,30092,35797
71697,97977,97212,83166
4492,60406,34568,28585
99875,63105,92710,69271
10350,46746,91314,19619
36848,58196,60121,67324
93796,77589,53401,1808
63262,10998,96857,47685
31414,17393,50163,16982
51042,90178,59554,50470
86956,99833,11550,81384
22026,36145,75306,82817
77526,30944,13746,84025
48187,98396,85822,5247
91265,17638,92567,84576
91807,45196,22699,54858
57745,74812,10109,68985
89893,12921,9741,16029
6525,14561,5000,49474
34020,38925,49181,46748
62672,25297,90612,16179
81323,78829,57727,65991
68977,66965,27185,79146
8890,43848,61484,74309
53892,38161,57941,83620
66074,91400,21318,35016
45509,24454,18586,87062
35913,74277,68752,4620
66625,51987,31000,67481
81144,23713,71149,46385
74266,67004,44743,84729
24635,20932,53293,41285
66988,66733,11606,52575
38760,74738,59556,13433
96006,60254,48444,79076
22091,37125,4619,91703
32349,69843,56075,48558
55166,19843,17854,81712
63220,98123,39310,98017
95292,5290,35467,85166
93485,64440,38702,14324
16412,12645,30288,44597
71517,37645,97014,14212
42912,63567,58485,62411
71610,61422,75979,38669
26287,79258,50147,16957
81531,76901,95124,90349
11615,84243,63285,71213
27953,78211,40896,82522
33087,31677,16683,15805
50919,79937,91157,61410
60938,74020,71328,58434
54968,19510,56930,28846
77275,55739,46278,58052
35078,93994,82476,34022
16312,8285,54116,99341
69624,26426,99176,74122
56888,44035,44781,99291
19420,79183,14222,12058
55141,6410,62577,59708
45797,44885,5732,12448
57020,42264,82087,22583
69497,21350,8269,80106
527,45300,4849,2222
88952,96765,78035,86745
58829,94547,53542,17118
38185,22812,93176,74644
23803,7097,74178,23693
16749,76066,48096,58368
4646,33035,17031,57195
62132,82659,55758,71029
73000,14315,27703,15543
49760,60771,7931,5241
60673,86193,7341,71943
48308,49502,84177,82757
63195,86659,96950,13458
9398,53725,2006,77993
47668,56238,63439,51817
87067,74034,54938,69424
73552,18192,25879,57928
16205,65104,61879,27178
88814,80830,99112,88512
80005,73853,52718,37664
54511,98006,64988,67890
45499,73046,34324,69697
79638,35366,86061,77627
41104,55850,73950,21955
96913,32446,21933,42138
19163,53441,90670,16099
4011,54598,25608,2985
25178,46534,31518,86648
67197,77337,46827,9538
35172,88448,37864,69026
55751,90816,15694,14378
56655,27149,10561,31728
67119,53941,57052,43992
38599,7910,80168,57397
16386,21787,43580,25459
71237,73707,74198,77069
24049,61097,61628,42546
48421,87383,93097,37635
23434,44482,10898,33717
45404,71725,45637,88267
43338,13259,29867,46438
13429,41375,83610,85852
63442,47064,36822,58979
88517,72044,14875,45513
57443,21137,70963,40228
34108,11299,61548,7805
1331,81622,63929,6076
89735,63300,59345,88295
28762,5029,47641,33215
47981,32773,28732,20117
62440,90258,24608,95408
62082,7586,1474,53087
54453,94327,52365,75969
92639,67007,32534,97650
27816,2174,20216,3440
82001,26215,81404,79456
43275,74163,5883,89338
53237,23208,44329,36619
49452,89845,73653,21897
6139,66577,55460,87050
11295,13467,20214,46310
85786,52637,2790,70469
40210,12529,88355,41016
12968,48743,82287,99533
81735,48794,44254,1011
92169,94010,3279,89975
8319,83549,64913,93970
3559,38257,67047,47971
54462,73104,65152,16017
96915,57479,99974,5457
37402,58426,19366,54428
28202,73484,26517,89055
51661,36398,5093,80500
43310,9526,54301,62967
54049,32313,54483,10309
54998,92169,58358,80650
71299,8106,54122,15001
32050,41544,45394,65484
30544,69380,47355,9504
98073,50480,35023,8055
10679,77111,55654,3854
27692,57628,67728,23271
34522,87343,75430,94675
17300,45658,46222,71925
73842,23903,60531,34065
72827,13417,48993,34321
20849,49664,7417,5441
84399,78241,94404,66429
58650,15736,43514,11288
6060,3758,83869,84302
94121,9561,93466,30941
5239,56716,83730,22554
32980,9464,31756,68879
81003,93122,62137,45853
24993,7181,60070,47400
40998,43548,13098,35923
64639,74423,4706,69213
2719,493,25571,75721
88516,21979,66637,51297
86469,79325,16343,47223
72761,1153,93130,4308
30492,36659,52999,92476
41216,9190,47943,34804
36160,79763,34092,24403
9078,91504,455,92234
64319,51518,98246,55147
34575,65834,70765,54546
35523,45893,84656,37782
8195,87639,86655,40457
28054,30967,3534,97341
90256,98104,34226,25524
63540,95516,62527,1323
77265,57542,19625,77787
5117,19641,47603,50028
83172,67860,22218,79585
16674,14320,4224,67593
23936,35172,28705,47344
20793,59054,35139,29116
48729,61122,40130,79926
46765,60826,2574,41971
68946,12539,69798,3582
77556,20616,85698,725
25347,90665,73215,21308
97514,37791,44761,9480
82496,95798,25686,26300
61807,46516,62597,28224
71257,77840,58418,24024
39473,75042,15966,98677
24501,76053,9196,66730
62503,86321,38762,31400
50409,21470,13892,70919
63782,48893,66584,36487
15526,3810,193,92606
6481,48779,52459,25952
38595,76498,89213,8955
7995,47498,5686,99381
21291,78949,86119,97450
43917,98908,38913,1408
24624,12282,4478,34963
91900,40294,26149,66631
6504,61722,81701,97080
40790,30692,76480,7372
46515,88227,56586,16922
39287,63116,98525,62431
72168,57297,80768,40024
57360,46637,51462,42278
62641,93125,12017,83807
16006,15306,27829,33073
19631,51474,73341,54968
5300,10566,60828,34691
57116,25253,51236,51309
10227,91780,17930,28118
89544,35736,76825,49947
54849,92548,53436,17252
67068,15151,91086,15434
75838,90993,15842,94776
22552,19935,19320,51235
56360,12021,61016,46777
68597,12990,76990,80387
88647,15124,45306,97451
33232,56860,96241,57288
72636,20130,38849,27627
14880,64623,31671,22349
55436,27558,69671,3108
49513,14819,14056,53976
10382,60295,77965,51477
42784,32139,39534,57025
98454,5244,37813,62456
94530,34703,53727,41603
38997,50360,66314,54043
99539,75791,34844,3986
4431,37046,17915,62099
23110,19688,67515,77202
22704,24036,77222,12900
97577,34014,43701,18159
81602,63782,31740,43730
25686,61774,49896,63509
67644,81763,24665,72847
9607,52647,81326,91069
7599,86569,23736,47714
32049,82333,81480,67560
22182,2196,9220,71143
98846,23353,57802,4398
24492,95403,14872,42866
1422,72433,95487,10025
34849,13007,71117,71228
68956,11376,25897,35401
48403,73651,93415,20958
88294,12832,76081,97756
85902,58852,45382,29568
31039,86791,78388,8984
58903,47360,89168,8868
45907,14858,40737,16635
6082,25148,66018,94242
30327,78640,4952,19961
30426,31304,43414,99434
84248,18634,11423,2554
56,87317,33143,93029
93853,9539,26934,43908
21065,97128,95615,90633
9539,59092,31621,74290
90365,1725,22027,88086
65430,9305,48839,73907
36264,32775,98542,8080
83098,24764,4401,86809
55682,25137,18063,37180
3231,32693,87143,83453
60269,1913,56386,61327
21172,52170,32449,41910
92781,22827,31171,2835
77400,85504,46545,23538
58537,43683,2963,76048
10714,36497,80312,78926
88007,44550,43351,80133
31499,72529,17840,90063
78784,62682,97860,47885
73821,25070,9260,53010
79310,24770,53347,25421
53332,17121,12325,86875
71691,85581,36320,62790
63813,41315,23221,49931
91429,57755,14639,51738
23630,66549,98497,69647
61745,59363,30131,54718
22074,5712,48590,20795
53567,56458,96352,35187
90674,23733,63828,6986
95842,63472,1034,11368
83095,5689,27963,22093
23433,44649,76811,22924
45614,18505,8325,99996
82745,98016,6806,87298
61759,91510,85169,84695
8609,79899,2054,36194
89656,16890,6311,15578
46396,19209,31886,43536
83486,87126,69939,31211
67524,7443,69076,94764
37379,30134,56698,13506
65344,91470,19343,9494
16412,83990,13014,43577
85830,20157,67944,45178
80462,6406,92099,84514
62895,40857,52243,79074
